'Non bird of prey', 2, 'Iceland'
'Non bird of prey', 4, 'Lesser Black-backed'
'Non bird of prey', 3, 'Slaty-backed'
'Non bird of prey', 3, 'Glaucous-winged'
'Non bird of prey', 2, 'Glaucous'
'Non bird of prey', 3, 'Great Black-backed'
'Non bird of prey', 1, 'Kelp'
'Non bird of prey', 1, 'Brown'
'Non bird of prey', 1, 'Black'
'Non bird of prey', 2, 'Blue-gray'
'Non bird of prey', 1, 'White'
'Non bird of prey', 2, 'Sooty'
'Non bird of prey', 2, 'Gray-backed'
'Non bird of prey', 2, 'Bridled'
'Non bird of prey', 3, 'Aleutian'
'Non bird of prey', 2, 'Little'
'Non bird of prey', 1, 'Least'
'Non bird of prey', 2, 'Large-billed'
'Non bird of prey', 2, 'Gull-billed'
'Non bird of prey', 3, 'Caspian'
'Non bird of prey', 1, 'Black'
'Non bird of prey', 2, 'White-winged'
'Non bird of prey', 2, 'Whiskered'
'Non bird of prey', 3, 'Roseate'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 2, 'Arctic'
'Non bird of prey', 2, "Forster's"
'Non bird of prey', 2, 'Royal'
'Non bird of prey', 3, 'Great Crested'
'Non bird of prey', 2, 'Sandwich'
'Non bird of prey', 3, 'Elegant'
'Non bird of prey', 1, 'Black'
'Non bird of prey', 4, 'Chestnut-bellied'
'Non bird of prey', 1, 'Rock'
'Non bird of prey', 3, 'Scaly-naped'
'Non bird of prey', 2, 'White-crowned'
'Non bird of prey', 2, 'Red-billed'
'Non bird of prey', 2, 'Band-tailed'
'Non bird of prey', 3, 'Passenger'
'Non bird of prey', 4, 'European'
'Non bird of prey', 4, 'Oriental'
'Non bird of prey', 3, 'Eurasian'
'Non bird of prey', 3, 'African'
'Non bird of prey', 2, 'Spotted'
'Non bird of prey', 2, 'Laughing'
'Non bird of prey', 2, 'Zebra'
'Non bird of prey', 2, 'Inca'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 2, 'Ruddy'
'Non bird of prey', 2, 'Ruddy'
'Non bird of prey', 2, 'Key West'
'Non bird of prey', 2, 'White-tipped'
'Non bird of prey', 2, 'White-winged'
'Non bird of prey', 3, 'Zenaida'
'Non bird of prey', 2, 'Mourning'
'Non bird of prey', 2, 'Smooth-billed'
'Non bird of prey', 2, 'Groove-billed'
'Non bird of prey', 2, 'Lesser'
'Non bird of prey', 2, 'Greater'
'Non bird of prey', 2, 'Dark-billed'
'Non bird of prey', 3, 'Yellow-billed'
'Non bird of prey', 2, 'Mangrove'
'Non bird of prey', 2, 'Black-billed'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 4, 'Oriental'
'Non bird of prey', 2, 'Lesser'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 4, 'Antillean'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 0, '<No modifier name>'
'Non bird of prey', 3, 'Buff-collared'
'Non bird of prey', 2, 'Eastern'
'Non bird of prey', 3, 'Mexican'
'Non bird of prey', 1, 'Gray'
'Non bird of prey', 1, 'Black'
'Non bird of prey', 3, 'White-collared'
'Non bird of prey', 2, 'Chimney'
'Non bird of prey', 1, "Vaux's"
'Non bird of prey', 3, 'White-throated'
'Non bird of prey', 4, 'Mariana'
'Non bird of prey', 2, 'White-nest'
'Non bird of prey', 2, 'Common'
'Non bird of prey', 3, 'Pacific'
'Non bird of prey', 1, 'House'
'Non bird of prey', 3, 'White-throated'
'Non bird of prey', 4, 'Antillean'
'Non bird of prey', 3, 'Mexican'
'Non bird of prey', 2, 'Lesser'
'Non bird of prey', 3, 'Green-breasted'
'Non bird of prey', 3, "Rivoli's"
'Non bird of prey', 2, 'Plain-capped'
'Non bird of prey', 5, 'Amethyst-throated'
'Non bird of prey', 3, 'Blue-throated'
'Non bird of prey', 3, 'Lucifer'
'Non bird of prey', 3, 'Bahama'
'Non bird of prey', 4, 'Ruby-throated'
'Non bird of prey', 2, 'Black-chinned'
'Non bird of prey', 2, "Anna's"
'Non bird of prey', 2, "Costa's"
'Non bird of prey', 3, 'Bumblebee'
'Non bird of prey', 2, 'Broad-tailed'
'Non bird of prey', 2, 'Rufous'
'Non bird of prey', 2, "Allen's"
'Non bird of prey', 4, 'Calliope'
'Non bird of prey', 2, 'Broad-billed'
'Non bird of prey', 3, 'Berylline'
'Non bird of prey', 3, 'Buff-bellied'
'Non bird of prey', 3, 'Cinnamon'
'Non bird of prey', 4, 'Violet-crowned'
'Non bird of prey', 2, 'White-eared'
'Non bird of prey', 3, "Xantus's"
'Non bird of prey', 1, 'Eared'
'Non bird of prey', 3, 'Elegant'
'Non bird of prey', 3, 'Eurasian'
'Non bird of prey', 1, 'Ringed'
'Non bird of prey', 2, 'Belted'
'Non bird of prey', 3, 'Amazon'
'Non bird of prey', 1, 'Green'
'Non bird of prey', 3, 'Eurasian'
'Non bird of prey', 3, "Lewis's"
'Non bird of prey', 3, 'Red-headed'
'Non bird of prey', 2, 'Acorn'
'Non bird of prey', 2, 'Gila'
'Non bird of prey', 4, 'Golden-fronted'
'Non bird of prey', 3, 'Red-bellied'
'Non bird of prey', 3, "Williamson's"
'Non bird of prey', 4, 'Yellow-bellied'
'Non bird of prey', 2, 'Red-naped'
'Non bird of prey', 3, 'Red-breasted'
'Non bird of prey', 3, 'Great Spotted'
'Non bird of prey', 3, 'Ladder-backed'
'Non bird of prey', 2, "Nuttall's"
'Non bird of prey', 2, 'Downy'
'Non bird of prey', 2, 'Hairy'
'Non bird of prey', 4, 'Arizona'
'Non bird of prey', 3, 'Red-cockaded'
'Non bird of prey', 3, 'White-headed'
'Non bird of prey', 6, 'American Three-toed'
'Non bird of prey', 2, 'Black-backed'
'Non bird of prey', 2, 'Northern'
'Non bird of prey', 2, 'Gilded'
'Non bird of prey', 4, 'Pileated'
'Non bird of prey', 4, 'Ivory-billed'
'Non bird of prey', 0, '<No modifier name>'
'Non bird of prey', 3, 'Tanimbar'
'Non bird of prey', 4, 'Sulphur-crested'
'Non bird of prey', 4, 'Salmon-crested'
'Non bird of prey', 3, 'Eclectus'
